4 weeks to:,14 Sep 2013,12 Oct 2013,9 Nov 2013,7 Dec 2013,4 Jan 2014,1 Feb 2014,1 Mar 2014,6 month (Oct-Mar),31 Mar 2014
Overall,95.5%,94.2%,88.3%,81.3%,90.8%,85.5%,90.4%,88.42%,89.5%
